side,position,gamelength,gamelength,result,result,kills,deaths,assists,KDA,teamkills,teamdeaths,team assist,damageshare,golddiffat10,golddiffat15,totalgold,totalgolddiff,teamgolddiff
Red,jng,2186,36.43,0,loss,3,6,2,0.83,7,24,8,0.2606,428,-493,12095,-4840,-11110
Red,mid,2186,36.43,0,loss,1,5,3,0.80,7,24,8,0.280203,98,208,15808,3,-11110
Red,bot,2186,36.43,0,loss,1,3,0,0.33,7,24,8,0.252524,-540,-1966,13444,-3337,-11110
Red,sup,2186,36.43,0,loss,0,4,3,0.75,7,24,8,0.0462594,-70,-746,7826,-1402,-11110
Blue,top,1972,32.87,0,loss,3,4,1,1.00,6,16,11,0.185428,247,398,11477,-1498,-12969
Blue,jng,1972,32.87,0,loss,2,3,3,1.67,6,16,11,0.167282,-449,636,10299,-1199,-12969
Blue,mid,1972,32.87,0,loss,1,3,1,0.67,6,16,11,0.150273,-655,-1144,10222,-4526,-12969
Blue,bot,1972,32.87,0,loss,0,2,3,1.50,6,16,11,0.420118,-1169,-916,13441,-4048,-12969
Blue,sup,1972,32.87,0,loss,0,4,3,0.75,6,16,11,0.0768999,-667,-275,6501,-1698,-12969
Red,top,1972,32.87,1,win,1,2,7,4.00,16,6,37,0.198382,-247,-398,12975,1498,12969
Red,jng,1972,32.87,1,win,4,3,6,3.33,16,6,37,0.180723,449,-636,11498,1199,12969
Red,mid,1972,32.87,1,win,3,0,10,13.00,16,6,37,0.225064,655,1144,14748,4526,12969
Red,bot,1972,32.87,1,win,7,1,5,12.00,16,6,37,0.325485,1169,916,17489,4048,12969
Red,sup,1972,32.87,1,win,1,0,9,10.00,16,6,37,0.0703454,667,275,8199,1698,12969
Blue,top,1801,30.02,0,loss,0,3,4,1.33,8,23,17,0.138272,-549,-284,8276,-2752,-15125
Blue,jng,1801,30.02,0,loss,0,5,3,0.60,8,23,17,0.187839,-950,-1615,8470,-2530,-15125
Blue,mid,1801,30.02,0,loss,3,7,0,0.43,8,23,17,0.225698,-1210,-1436,9372,-4717,-15125
Blue,bot,1801,30.02,0,loss,5,3,2,2.33,8,23,17,0.40252,-990,-2234,11809,-4312,-15125
Blue,sup,1801,30.02,0,loss,0,5,8,1.60,8,23,17,0.0456713,-358,-95,6241,-814,-15125
Red,top,1801,30.02,1,win,1,5,7,1.60,23,9,30,0.222119,549,284,11028,2752,15125
Red,jng,1801,30.02,1,win,2,0,10,12.00,23,9,30,0.244392,950,1615,11000,2530,15125
Red,mid,1801,30.02,1,win,11,1,2,13.00,23,9,30,0.212146,1210,1436,14089,4717,15125
Red,bot,1801,30.02,1,win,8,0,4,12.00,23,9,30,0.246125,990,2234,16121,4312,15125
Red,sup,1801,30.02,1,win,1,3,7,2.67,23,9,30,0.0752178,358,95,7055,814,15125
Blue,top,2323,38.72,0,loss,1,2,2,1.50,3,8,7,0.19698,-162,-443,13379,-2359,-6807
Blue,jng,2323,38.72,0,loss,1,2,1,1.00,3,8,7,0.236614,228,160,12002,-1291,-6807
Blue,mid,2323,38.72,0,loss,1,1,1,2.00,3,8,7,0.164222,-55,71,14650,-1861,-6807
Blue,bot,2323,38.72,0,loss,0,2,1,0.50,3,8,7,0.311625,125,1024,15397,-606,-6807
Blue,sup,2323,38.72,0,loss,0,1,2,2.00,3,8,7,0.0905593,-7,268,7781,-690,-6807
Red,top,2323,38.72,1,win,1,0,2,3.00,8,3,22,0.268177,162,443,15738,2359,6807
Red,jng,2323,38.72,1,win,3,1,4,7.00,8,3,22,0.148337,-228,-160,13293,1291,6807
Red,mid,2323,38.72,1,win,2,1,5,7.00,8,3,22,0.21221,55,-71,16511,1861,6807
Red,bot,2323,38.72,1,win,2,1,4,6.00,8,3,22,0.332641,-125,-1024,16003,606,6807
Red,sup,2323,38.72,1,win,0,0,7,7.00,8,3,22,0.0386344,7,-268,8471,690,6807
Blue,top,2294,38.23,1,win,3,2,4,3.50,9,3,17,0.293643,33,-198,17369,3282,12305
Blue,jng,2294,38.23,1,win,2,0,4,6.00,9,3,17,0.226999,429,186,14040,4246,12305
Blue,mid,2294,38.23,1,win,1,0,1,2.00,9,3,17,0.165226,364,362,15348,-189,12305
Blue,bot,2294,38.23,1,win,3,1,4,7.00,9,3,17,0.252392,288,545,16464,3113,12305
Blue,sup,2294,38.23,1,win,0,0,4,4.00,9,3,17,0.0617396,59,-341,9233,1853,12305
Red,top,2294,38.23,0,loss,2,3,1,1.00,3,9,5,0.354646,-33,198,14087,-3282,-12305
Red,jng,2294,38.23,0,loss,0,2,1,0.50,3,9,5,0.0901308,-429,-186,9794,-4246,-12305
Red,mid,2294,38.23,0,loss,1,0,0,1.00,3,9,5,0.226364,-364,-362,15537,189,-12305
Red,bot,2294,38.23,0,loss,0,2,1,0.50,3,9,5,0.272284,-288,-545,13351,-3113,-12305
Red,sup,2294,38.23,0,loss,0,2,2,1.00,3,9,5,0.0565758,-59,341,7380,-1853,-12305
Blue,top,2174,36.23,0,loss,3,3,1,1.33,7,12,18,0.15505,-193,134,13313,404,-8087
Blue,jng,2174,36.23,0,loss,0,2,5,2.50,7,12,18,0.205831,-184,-56,11196,-2895,-8087
Blue,mid,2174,36.23,0,loss,1,3,4,1.67,7,12,18,0.222698,53,33,13258,-2708,-8087
Blue,bot,2174,36.23,0,loss,2,2,4,3.00,7,12,18,0.357994,-405,-651,14204,-2070,-8087
Blue,sup,2174,36.23,0,loss,1,2,4,2.50,7,12,18,0.0584269,-225,-341,7873,-818,-8087
Red,top,2174,36.23,1,win,1,2,8,4.50,12,7,35,0.191156,193,-134,12909,-404,8087
Red,jng,2174,36.23,1,win,6,1,5,11.00,12,7,35,0.152106,184,56,14091,2895,8087
Red,mid,2174,36.23,1,win,2,1,8,10.00,12,7,35,0.218721,-53,-33,15966,2708,8087
Red,bot,2174,36.23,1,win,3,1,7,10.00,12,7,35,0.381209,405,651,16274,2070,8087
Red,sup,2174,36.23,1,win,0,2,7,3.50,12,7,35,0.0568074,225,341,8691,818,8087
Blue,top,1548,25.80,0,loss,3,4,0,0.75,7,21,8,0.299553,-119,898,9767,-323,-10943
Blue,jng,1548,25.80,0,loss,2,6,2,0.67,7,21,8,0.207699,252,458,8175,-3654,-10943
Blue,mid,1548,25.80,0,loss,1,3,0,0.33,7,21,8,0.230735,263,230,9139,-2962,-10943
Blue,bot,1548,25.80,0,loss,1,3,3,1.33,7,21,8,0.182409,10,-604,8114,-2169,-10943
Blue,sup,1548,25.80,0,loss,0,5,3,0.60,7,21,8,0.0796053,-152,93,5232,-1835,-10943
Red,top,1548,25.80,1,win,2,2,10,6.00,21,7,34,0.23505,119,-898,10090,323,10943
Red,jng,1548,25.80,1,win,7,0,6,13.00,21,7,34,0.225551,-252,-458,11829,3654,10943
Red,mid,1548,25.80,1,win,5,0,8,13.00,21,7,34,0.221138,-263,-230,12101,2962,10943
Red,bot,1548,25.80,1,win,3,1,6,9.00,21,7,34,0.216945,-10,604,10283,2169,10943
Red,sup,1548,25.80,1,win,4,4,4,2.00,21,7,34,0.101317,152,-93,7067,1835,10943
Blue,top,2317,38.62,0,loss,3,5,8,2.20,13,20,38,0.281872,-455,-567,16106,-1799,-7422
Blue,jng,2317,38.62,0,loss,1,5,7,1.60,13,20,38,0.158768,-623,-726,12439,-2775,-7422
Blue,mid,2317,38.62,0,loss,2,5,7,1.80,13,20,38,0.185405,37,-182,11580,-3174,-7422
Blue,bot,2317,38.62,0,loss,7,2,6,6.50,13,20,38,0.310965,43,861,18615,1720,-7422
Blue,sup,2317,38.62,0,loss,0,3,10,3.33,13,20,38,0.06299,63,31,7586,-1394,-7422
Red,top,2317,38.62,1,win,4,2,9,6.50,20,13,46,0.227587,455,567,17905,1799,7422
Red,jng,2317,38.62,1,win,3,1,9,12.00,20,13,46,0.225333,623,726,15214,2775,7422
Red,mid,2317,38.62,1,win,5,1,11,16.00,20,13,46,0.228553,-37,182,14754,3174,7422
Red,bot,2317,38.62,1,win,7,3,10,5.67,20,13,46,0.263051,-43,-861,16895,-1720,7422
Red,sup,2317,38.62,1,win,1,6,7,1.33,20,13,46,0.0554756,-63,-31,8980,1394,7422
Blue,top,1609,26.82,1,win,7,2,12,9.50,26,8,67,0.263509,-395,-455,12547,2332,13401
Blue,jng,1609,26.82,1,win,7,2,14,10.50,26,8,67,0.278962,-233,29,12006,3585,13401
Blue,mid,1609,26.82,1,win,2,0,16,18.00,26,8,67,0.174904,185,713,10834,2857,13401
Blue,bot,1609,26.82,1,win,9,0,12,21.00,26,8,67,0.228452,261,213,14424,4042,13401
Blue,sup,1609,26.82,1,win,1,4,13,3.50,26,8,67,0.0541725,128,32,6551,585,13401
Red,top,1609,26.82,0,loss,2,6,2,0.67,8,26,21,0.260454,395,455,10215,-2332,-13401
Red,jng,1609,26.82,0,loss,2,6,4,1.00,8,26,21,0.237059,233,-29,8421,-3585,-13401
Red,mid,1609,26.82,0,loss,0,4,7,1.75,8,26,21,0.127942,-185,-713,7977,-2857,-13401
Red,bot,1609,26.82,0,loss,4,4,1,1.25,8,26,21,0.2422,-261,-213,10382,-4042,-13401
Red,sup,1609,26.82,0,loss,0,6,7,1.17,8,26,21,0.132345,-128,-32,5966,-585,-13401
Blue,top,1972,32.87,0,loss,0,4,2,0.50,7,17,16,0.12264,-1378,-2337,9668,-8214,-12898
Blue,jng,1972,32.87,0,loss,1,2,4,2.50,7,17,16,0.244154,-300,-1303,9737,-5176,-12898
Blue,mid,1972,32.87,0,loss,0,4,3,0.75,7,17,16,0.132737,398,852,13912,2387,-12898
Blue,bot,1972,32.87,0,loss,3,1,4,7.00,7,17,16,0.361933,-4,-946,14018,-1130,-12898
Blue,sup,1972,32.87,0,loss,3,6,3,1.00,7,17,16,0.138536,-4,356,7908,-765,-12898
Red,top,1972,32.87,1,win,5,1,5,10.00,17,7,40,0.244827,1378,2337,17882,8214,12898
Red,jng,1972,32.87,1,win,5,1,9,14.00,17,7,40,0.248954,300,1303,14913,5176,12898
Red,mid,1972,32.87,1,win,3,1,8,11.00,17,7,40,0.131109,-398,-852,11525,-2387,12898
Red,bot,1972,32.87,1,win,3,1,7,10.00,17,7,40,0.276946,4,946,15148,1130,12898
Red,sup,1972,32.87,1,win,1,3,11,4.00,17,7,40,0.0981642,4,-356,8673,765,12898
Blue,top,1618,26.97,0,loss,2,3,1,1.00,7,13,17,0.206568,762,1117,9931,1367,-2563
Blue,jng,1618,26.97,0,loss,2,3,3,1.67,7,13,17,0.19171,204,1367,10355,469,-2563
Blue,mid,1618,26.97,0,loss,1,3,4,1.67,7,13,17,0.271119,531,1189,9895,291,-2563
Blue,bot,1618,26.97,0,loss,0,2,6,3.00,7,13,17,0.248339,-97,-231,8781,-4321,-2563
Blue,sup,1618,26.97,0,loss,2,2,3,2.50,7,13,17,0.0822632,340,703,6125,-369,-2563
Red,top,1618,26.97,1,win,2,2,4,3.00,13,7,36,0.160583,-762,-1117,8564,-1367,2563
Red,jng,1618,26.97,1,win,3,2,5,4.00,13,7,36,0.146539,-204,-1367,9886,-469,2563
Red,mid,1618,26.97,1,win,1,0,10,11.00,13,7,36,0.276038,-531,-1189,9604,-291,2563
Red,bot,1618,26.97,1,win,7,1,5,12.00,13,7,36,0.361203,97,231,13102,4321,2563
Red,sup,1618,26.97,1,win,0,2,12,6.00,13,7,36,0.0556373,-340,-703,6494,369,2563
Blue,top,2022,33.70,0,loss,0,3,3,1.00,5,15,11,0.149877,279,593,11742,-1117,-8405
Blue,jng,2022,33.70,0,loss,1,3,3,1.33,5,15,11,0.174581,-143,-48,10480,-2488,-8405
Blue,mid,2022,33.70,0,loss,4,0,0,4.00,5,15,11,0.423041,783,1980,13549,1191,-8405
Blue,bot,2022,33.70,0,loss,0,6,2,0.33,5,15,11,0.188375,-375,-1594,11760,-4302,-8405
Blue,sup,2022,33.70,0,loss,0,3,3,1.00,5,15,11,0.0641258,-314,-432,6509,-1689,-8405
Red,top,2022,33.70,1,win,2,3,8,3.33,15,5,40,0.200601,-279,-593,12859,1117,8405
Red,jng,2022,33.70,1,win,4,2,6,5.00,15,5,40,0.224912,143,48,12968,2488,8405
Red,mid,2022,33.70,1,win,2,0,8,10.00,15,5,40,0.197578,-783,-1980,12358,-1191,8405
Red,bot,2022,33.70,1,win,6,0,8,14.00,15,5,40,0.294278,375,1594,16062,4302,8405
Red,sup,2022,33.70,1,win,1,0,10,11.00,15,5,40,0.0826313,314,432,8198,1689,8405
Blue,top,2166,36.10,0,loss,3,2,3,3.00,6,17,18,0.39633,955,2754,17966,4878,-8397
Blue,jng,2166,36.10,0,loss,1,4,5,1.50,6,17,18,0.0594859,-1,151,9689,-5383,-8397
Blue,mid,2166,36.10,0,loss,1,2,3,2.00,6,17,18,0.201905,466,374,12270,-2631,-8397
Blue,bot,2166,36.10,0,loss,0,2,6,3.00,6,17,18,0.300093,-454,-887,12315,-3787,-8397
Blue,sup,2166,36.10,0,loss,1,7,1,0.29,6,17,18,0.0421863,-405,-361,7518,-1474,-8397
Red,top,2166,36.10,1,win,0,2,10,5.00,17,6,38,0.20397,-955,-2754,13088,-4878,8397
Red,jng,2166,36.10,1,win,8,1,4,12.00,17,6,38,0.272253,1,-151,15072,5383,8397
Red,mid,2166,36.10,1,win,4,0,6,10.00,17,6,38,0.282885,-466,-374,14901,2631,8397
Red,bot,2166,36.10,1,win,4,1,5,9.00,17,6,38,0.159556,454,887,16102,3787,8397
Red,sup,2166,36.10,1,win,1,2,13,7.00,17,6,38,0.0813361,405,361,8992,1474,8397
Blue,top,1784,29.73,1,win,3,1,4,7.00,16,6,34,0.188076,997,1902,11993,2361,11677
Blue,jng,1784,29.73,1,win,3,1,9,12.00,16,6,34,0.136827,161,1212,11758,2932,11677
Blue,mid,1784,29.73,1,win,3,1,7,10.00,16,6,34,0.139557,141,1214,13748,2949,11677
Blue,bot,1784,29.73,1,win,7,1,2,9.00,16,6,34,0.44161,-45,10,13676,2161,11677
Blue,sup,1784,29.73,1,win,0,2,12,6.00,16,6,34,0.0939296,-5,-201,7409,1274,11677
Red,top,1784,29.73,0,loss,0,4,3,0.75,6,16,16,0.125582,-997,-1902,9632,-2361,-11677
Red,jng,1784,29.73,0,loss,2,6,4,1.00,6,16,16,0.23705,-161,-1212,8826,-2932,-11677
Red,mid,1784,29.73,0,loss,2,3,2,1.33,6,16,16,0.342437,-141,-1214,10799,-2949,-11677
Red,bot,1784,29.73,0,loss,2,0,4,6.00,6,16,16,0.22115,45,-10,11515,-2161,-11677
Red,sup,1784,29.73,0,loss,0,3,3,1.00,6,16,16,0.073781,5,201,6135,-1274,-11677
Blue,top,1608,26.80,0,loss,2,3,3,1.67,13,18,26,0.191203,-65,321,9857,-202,-6358
Blue,jng,1608,26.80,0,loss,3,1,5,8.00,13,18,26,0.271134,352,523,11492,-1754,-6358
Blue,mid,1608,26.80,0,loss,1,4,8,2.25,13,18,26,0.120087,-766,-1008,8762,-4870,-6358
Blue,bot,1608,26.80,0,loss,4,3,5,3.00,13,18,26,0.262223,691,1298,10398,450,-6358
Blue,sup,1608,26.80,0,loss,3,7,5,1.14,13,18,26,0.155352,755,575,6721,18,-6358
Red,top,1608,26.80,1,win,1,2,7,4.00,18,13,47,0.150282,65,-321,10059,202,6358
Red,jng,1608,26.80,1,win,10,1,7,17.00,18,13,47,0.252935,-352,-523,13246,1754,6358
Red,mid,1608,26.80,1,win,6,2,5,5.50,18,13,47,0.31401,766,1008,13632,4870,6358
Red,bot,1608,26.80,1,win,0,4,16,4.00,18,13,47,0.228872,-691,-1298,9948,-450,6358
Red,sup,1608,26.80,1,win,1,4,12,3.25,18,13,47,0.0539003,-755,-575,6703,-18,6358
Blue,top,1522,25.37,0,loss,2,2,1,1.50,4,13,7,0.441233,279,1465,10520,475,-9514
Blue,jng,1522,25.37,0,loss,2,3,1,1.00,4,13,7,0.185584,-525,-1259,7904,-1944,-9514
Blue,mid,1522,25.37,0,loss,0,4,1,0.25,4,13,7,0.156919,-523,-1590,8341,-2894,-9514
Blue,bot,1522,25.37,0,loss,0,1,2,2.00,4,13,7,0.139033,295,-1685,8750,-4053,-9514
Blue,sup,1522,25.37,0,loss,0,3,2,0.67,4,13,7,0.0772306,-172,-612,5061,-1098,-9514
Red,top,1522,25.37,1,win,1,2,1,1.00,13,5,24,0.182173,-279,-1465,10045,-475,9514
Red,jng,1522,25.37,1,win,4,1,6,10.00,13,5,24,0.146394,525,1259,9848,1944,9514
Red,mid,1522,25.37,1,win,4,0,6,10.00,13,5,24,0.232907,523,1590,11235,2894,9514
Red,bot,1522,25.37,1,win,4,1,5,9.00,13,5,24,0.38895,-295,1685,12803,4053,9514
Red,sup,1522,25.37,1,win,0,1,6,6.00,13,5,24,0.0495765,172,612,6159,1098,9514
Blue,top,1804,30.07,0,loss,0,5,2,0.40,4,19,8,0.232845,-66,-87,10430,-2144,-11939
Blue,jng,1804,30.07,0,loss,3,4,1,1.00,4,19,8,0.19982,196,-16,10852,-1298,-11939
Blue,mid,1804,30.07,0,loss,1,3,2,1.00,4,19,8,0.31227,0,56,11468,-3293,-11939
Blue,bot,1804,30.07,0,loss,0,4,1,0.25,4,19,8,0.230462,358,428,10765,-2645,-11939
Blue,sup,1804,30.07,0,loss,0,3,2,0.67,4,19,8,0.0246034,-30,-331,6131,-2559,-11939
Red,top,1804,30.07,1,win,4,0,7,11.00,19,4,45,0.244654,66,87,12574,2144,11939
Red,jng,1804,30.07,1,win,2,2,11,6.50,19,4,45,0.101993,-196,16,12150,1298,11939
Red,mid,1804,30.07,1,win,4,1,11,15.00,19,4,45,0.294986,0,-56,14761,3293,11939
Red,bot,1804,30.07,1,win,6,1,6,12.00,19,4,45,0.182228,-358,-428,13410,2645,11939
Red,sup,1804,30.07,1,win,3,0,10,13.00,19,4,45,0.176139,30,331,8690,2559,11939
Blue,top,1743,29.05,0,loss,3,8,1,0.50,11,28,18,0.238243,-102,516,10371,-554,-12091
Blue,jng,1743,29.05,0,loss,2,5,3,1.00,11,28,18,0.12559,180,34,9105,-1697,-12091
Blue,mid,1743,29.05,0,loss,2,6,5,1.17,11,28,18,0.217931,212,-160,11199,-4249,-12091
Blue,bot,1743,29.05,0,loss,4,4,2,1.50,11,28,18,0.351634,-565,-1058,12298,-3761,-12091
Blue,sup,1743,29.05,0,loss,0,5,7,1.40,11,28,18,0.0666008,-146,-625,5937,-1830,-12091
Red,top,1743,29.05,1,win,3,3,14,5.67,28,11,65,0.130919,102,-516,10925,554,12091
Red,jng,1743,29.05,1,win,4,3,12,5.33,28,11,65,0.17925,-180,-34,10802,1697,12091
Red,mid,1743,29.05,1,win,11,0,11,22.00,28,11,65,0.317862,-212,160,15448,4249,12091
Red,bot,1743,29.05,1,win,9,2,13,11.00,28,11,65,0.297276,565,1058,16059,3761,12091
Red,sup,1743,29.05,1,win,1,3,15,5.33,28,11,65,0.0746935,146,625,7767,1830,12091
Blue,top,1935,32.25,1,win,2,5,11,2.60,23,14,63,0.132157,281,147,11596,-696,4351
Blue,jng,1935,32.25,1,win,7,2,10,8.50,23,14,63,0.236109,588,239,13813,3104,4351
Blue,mid,1935,32.25,1,win,6,3,13,6.33,23,14,63,0.239006,-434,-1597,12647,68,4351
Blue,bot,1935,32.25,1,win,7,3,11,6.00,23,14,63,0.297456,990,627,13674,827,4351
Blue,sup,1935,32.25,1,win,1,1,18,19.00,23,14,63,0.0952725,692,708,7804,1048,4351
Red,top,1935,32.25,0,loss,4,5,8,2.40,14,23,34,0.170068,-281,-147,12292,696,-4351
Red,jng,1935,32.25,0,loss,2,6,7,1.50,14,23,34,0.162395,-588,-239,10709,-3104,-4351
Red,mid,1935,32.25,0,loss,5,4,6,2.75,14,23,34,0.222144,434,1597,12579,-68,-4351
Red,bot,1935,32.25,0,loss,3,2,6,4.50,14,23,34,0.378586,-990,-627,12847,-827,-4351
Red,sup,1935,32.25,0,loss,0,6,7,1.17,14,23,34,0.0668073,-692,-708,6756,-1048,-4351
Blue,top,1712,28.53,0,loss,1,5,1,0.40,6,22,13,0.120286,37,-446,9746,-3611,-13731
Blue,jng,1712,28.53,0,loss,3,5,2,1.00,6,22,13,0.19959,-11,-1172,8881,-3673,-13731
Blue,mid,1712,28.53,0,loss,2,5,3,1.00,6,22,13,0.3357,279,-470,10431,-2552,-13731
Blue,bot,1712,28.53,0,loss,0,2,3,1.50,6,22,13,0.278017,-942,-315,11111,-2418,-13731
Blue,sup,1712,28.53,0,loss,0,5,4,0.80,6,22,13,0.066406,-699,-831,5937,-1477,-13731
Red,top,1712,28.53,1,win,4,0,12,16.00,22,6,49,0.338564,-37,446,13357,3611,13731
Red,jng,1712,28.53,1,win,7,2,9,8.00,22,6,49,0.190236,11,1172,12554,3673,13731
Red,mid,1712,28.53,1,win,4,2,11,7.50,22,6,49,0.218551,-279,470,12983,2552,13731
Red,bot,1712,28.53,1,win,6,0,9,15.00,22,6,49,0.210008,942,315,13529,2418,13731
Red,sup,1712,28.53,1,win,1,2,8,4.50,22,6,49,0.0426416,699,831,7414,1477,13731
Blue,top,2011,33.52,0,loss,0,7,1,0.14,8,25,10,0.221771,-44,432,12016,-2084,-10888
Blue,jng,2011,33.52,0,loss,0,4,4,1.00,8,25,10,0.157494,-18,-95,10890,-2208,-10888
Blue,mid,2011,33.52,0,loss,4,4,2,1.50,8,25,10,0.284426,-462,-972,11950,-3051,-10888
Blue,bot,2011,33.52,0,loss,3,4,1,1.00,8,25,10,0.233461,-87,557,13090,-2366,-10888
Blue,sup,2011,33.52,0,loss,1,6,2,0.50,8,25,10,0.102847,-483,-261,7719,-1179,-10888
Red,top,2011,33.52,1,win,4,2,7,5.50,25,9,47,0.164547,44,-432,14100,2084,10888
Red,jng,2011,33.52,1,win,5,1,9,14.00,25,9,47,0.18104,18,95,13098,2208,10888
Red,mid,2011,33.52,1,win,6,2,11,8.50,25,9,47,0.244217,462,972,15001,3051,10888
Red,bot,2011,33.52,1,win,7,3,9,5.33,25,9,47,0.349294,87,-557,15456,2366,10888
Red,sup,2011,33.52,1,win,3,1,11,14.00,25,9,47,0.0609018,483,261,8898,1179,10888
Blue,top,1910,31.83,0,loss,1,3,3,1.33,10,22,17,0.139302,-305,-411,10119,-695,-7904
Blue,jng,1910,31.83,0,loss,3,3,4,2.33,10,22,17,0.14659,-65,-935,10723,-2435,-7904
Blue,mid,1910,31.83,0,loss,1,4,3,1.00,10,22,17,0.189497,-487,-379,9831,-2959,-7904
Blue,bot,1910,31.83,0,loss,2,3,3,1.67,10,22,17,0.326228,-62,-220,12934,-1105,-7904
Blue,sup,1910,31.83,0,loss,3,9,4,0.78,10,22,17,0.198383,429,43,7517,-710,-7904
Red,top,1910,31.83,1,win,3,1,9,12.00,22,10,40,0.168962,305,411,10814,695,7904
Red,jng,1910,31.83,1,win,6,2,5,5.50,22,10,40,0.209136,65,935,13158,2435,7904
Red,mid,1910,31.83,1,win,5,2,6,5.50,22,10,40,0.305942,487,379,12790,2959,7904
Red,bot,1910,31.83,1,win,8,2,7,7.50,22,10,40,0.256504,62,220,14039,1105,7904
Red,sup,1910,31.83,1,win,0,3,13,4.33,22,10,40,0.0594574,-429,-43,8227,710,7904
Blue,top,1143,19.05,1,win,5,0,3,8.00,15,2,27,0.236097,715,1345,8757,3084,11475
Blue,jng,1143,19.05,1,win,2,0,7,9.00,15,2,27,0.226736,114,280,7036,948,11475
Blue,mid,1143,19.05,1,win,2,0,10,12.00,15,2,27,0.218948,956,804,8906,2567,11475
Blue,bot,1143,19.05,1,win,2,1,3,5.00,15,2,27,0.155976,1302,2816,9599,2975,11475
Blue,sup,1143,19.05,1,win,4,1,4,8.00,15,2,27,0.162244,411,643,5800,1901,11475
Red,top,1143,19.05,0,loss,0,5,1,0.20,2,15,4,0.202368,-715,-1345,5673,-3084,-11475
Red,jng,1143,19.05,0,loss,1,3,0,0.33,2,15,4,0.219569,-114,-280,6088,-948,-11475
Red,mid,1143,19.05,0,loss,0,3,1,0.33,2,15,4,0.248072,-956,-804,6339,-2567,-11475
Red,bot,1143,19.05,0,loss,1,2,1,1.00,2,15,4,0.165821,-1302,-2816,6624,-2975,-11475
Red,sup,1143,19.05,0,loss,0,2,1,0.50,2,15,4,0.164171,-411,-643,3899,-1901,-11475
Blue,top,1780,29.67,0,loss,2,4,0,0.50,7,11,10,0.412097,-25,-930,10419,-4640,-5378
Blue,jng,1780,29.67,0,loss,0,1,4,4.00,7,11,10,0.0994355,-426,-654,8802,-1845,-5378
Blue,mid,1780,29.67,0,loss,1,2,2,1.50,7,11,10,0.190774,-36,-169,11603,-353,-5378
Blue,bot,1780,29.67,0,loss,4,2,0,2.00,7,11,10,0.188297,948,2411,13090,1230,-5378
Blue,sup,1780,29.67,0,loss,0,2,4,2.00,7,11,10,0.109397,271,322,6551,230,-5378
Red,top,1780,29.67,1,win,5,1,5,10.00,11,7,21,0.291711,25,930,15059,4640,5378
Red,jng,1780,29.67,1,win,3,1,6,9.00,11,7,21,0.135264,426,654,10647,1845,5378
Red,mid,1780,29.67,1,win,1,0,4,5.00,11,7,21,0.257616,36,169,11956,353,5378
Red,bot,1780,29.67,1,win,2,3,3,1.67,11,7,21,0.2647,-948,-2411,11860,-1230,5378
Red,sup,1780,29.67,1,win,0,2,3,1.50,11,7,21,0.0507096,-271,-322,6321,-230,5378
Blue,top,2034,33.90,0,loss,2,1,2,4.00,7,12,16,0.14561,90,-890,12673,-3958,-7035
Blue,jng,2034,33.90,0,loss,1,3,5,2.00,7,12,16,0.228622,337,777,12305,1821,-7035
Blue,mid,2034,33.90,0,loss,2,5,4,1.20,7,12,16,0.289923,-147,-110,10696,-3380,-7035
Blue,bot,2034,33.90,0,loss,2,2,0,1.00,7,12,16,0.246054,81,45,12862,-498,-7035
Blue,sup,2034,33.90,0,loss,0,1,5,5.00,7,12,16,0.089791,130,-263,6962,-1020,-7035
Red,top,2034,33.90,1,win,5,1,4,9.00,12,7,27,0.3247,-90,890,16631,3958,7035
Red,jng,2034,33.90,1,win,1,2,5,3.00,12,7,27,0.0898578,-337,-777,10484,-1821,7035
Red,mid,2034,33.90,1,win,3,1,7,10.00,12,7,27,0.22243,147,110,14076,3380,7035
Red,bot,2034,33.90,1,win,3,3,4,2.33,12,7,27,0.29896,-81,-45,13360,498,7035
Red,sup,2034,33.90,1,win,0,0,7,7.00,12,7,27,0.0640516,-130,263,7982,1020,7035
Blue,top,2381,39.68,0,loss,0,3,3,1.00,7,13,13,0.127638,-1337,-2328,13571,-5070,-10602
Blue,jng,2381,39.68,0,loss,2,3,3,1.67,7,13,13,0.125226,-1042,-1273,11462,-1934,-10602
Blue,mid,2381,39.68,0,loss,3,1,1,4.00,7,13,13,0.276989,43,-177,15822,-14,-10602
Blue,bot,2381,39.68,0,loss,0,4,4,1.00,7,13,13,0.358979,-611,-598,15996,-2932,-10602
Blue,sup,2381,39.68,0,loss,2,2,2,2.00,7,13,13,0.111168,-131,-151,8637,-652,-10602
Red,top,2381,39.68,1,win,3,0,7,10.00,13,7,26,0.277531,1337,2328,18641,5070,10602
Red,jng,2381,39.68,1,win,2,2,4,3.00,13,7,26,0.0813606,1042,1273,13396,1934,10602
Red,mid,2381,39.68,1,win,2,1,4,6.00,13,7,26,0.172619,-43,177,15836,14,10602
Red,bot,2381,39.68,1,win,5,2,4,4.50,13,7,26,0.40275,611,598,18928,2932,10602
Red,sup,2381,39.68,1,win,1,2,7,4.00,13,7,26,0.0657402,131,151,9289,652,10602
Blue,top,2531,42.18,1,win,5,2,4,4.50,21,18,50,0.189737,-121,102,18785,6105,8063
Blue,jng,2531,42.18,1,win,1,3,16,5.67,21,18,50,0.102648,-654,-553,13061,-4466,8063
Blue,mid,2531,42.18,1,win,8,1,8,16.00,21,18,50,0.226264,274,731,19692,4035,8063
